GEOID,County,State,Target_PctChg,AgeUnder15,Age15to24,Age25to34,Age35to44,Age45to64,Age65to84,asAgeOver85,Married_Family,Avg_HH_Size,Avg_Fam_Size,High_School,BS,Veterans,Born_in_State,Own_Comp,Broadband_Access,Mean_HHI,Median_HHI,Unempl_Rate,maskLow,maskHigh,DensPerSqMile,DominantReligion,Religiosity,Region,vaccineHest,Geographical_Point,CVAC_level_of_concern_for_vaccination_rollout,Social_Vulnerability_Index_SVI,per_dem,per_gop
36093,Schenectady County,New York,-0.820512821,0.13,0.114,0.143,0.124,0.259,0.151,0.025,0.408,2.41,2.98,0.928,0.35,0.061,0.726,0.923,0.831,85444,65773,5.4,0.098,0.901,756.6,Catholic,0.512793501,Northeast,0.2454,POINT (-75.59655 42.921241),0.15,0.39,0.567516639,0.410833133
36101,Steuben County,New York,-0.571428571,0.119,0.114,0.119,0.115,0.276,0.176,0.023,0.458,2.39,3.04,0.914,0.244,0.086,0.803,0.897,0.844,70353,52951,5.5,0.124,0.875,71.2,Catholic,0.427416911,Northeast,0.2912,POINT (-75.59655 42.921241),0.22,0.47,0.341937719,0.638269306
36103,Suffolk County,New York,-0.004048583,0.116,0.129,0.12,0.117,0.291,0.151,0.023,0.553,2.9,3.42,0.909,0.383,0.049,0.759,0.951,0.927,138724,106228,3.1,0.112,0.888,1637.4,Catholic,0.756567449,Northeast,0.1945,POINT (-75.59655 42.921241),0.05,0.21,0.493844138,0.494144835
36105,Sullivan County,New York,-0.376237624,0.106,0.117,0.117,0.103,0.305,0.182,0.014,0.4,2.48,3.29,0.876,0.258,0.063,0.719,0.916,0.862,75269,60137,7,0.097,0.902,80.1,Catholic,0.451816318,Northeast,0.2458,POINT (-75.59655 42.921241),0.4,0.79,0.447051693,0.538719081
36109,Tompkins County,New York,-0.3,0.075,0.305,0.126,0.1,0.207,0.132,0.019,0.379,2.21,2.82,0.955,0.569,0.042,0.532,0.952,0.865,92501,58626,3,0.068,0.931,214,Catholic,0.279754637,Northeast,0.2052,POINT (-75.59655 42.921241),0.34,0.35,0.735082541,0.242615065
36111,Ulster County,New York,0.827586207,0.097,0.128,0.119,0.121,0.289,0.18,0.023,0.454,2.4,3.07,0.908,0.329,0.058,0.747,0.923,0.874,87755,64087,3.1,0.082,0.918,162.3,Catholic,0.467535741,Northeast,0.2396,POINT (-75.59655 42.921241),0.21,0.47,0.595052351,0.385855061
36113,Warren County,New York,0.598214286,0.101,0.101,0.123,0.103,0.288,0.209,0.032,0.47,2.13,2.71,0.907,0.335,0.098,0.796,0.921,0.867,83323,64985,2.6,0.148,0.853,75.8,Catholic,0.407049477,Northeast,0.2565,POINT (-75.59655 42.921241),0.09,0.17,0.488278763,0.489856356
36117,Wayne County,New York,-0.650943396,0.117,0.112,0.116,0.11,0.298,0.175,0.019,0.491,2.42,2.98,0.898,0.239,0.075,0.854,0.91,0.849,80472,61730,3.3,0.078,0.921,155.3,Catholic,0.395352557,Northeast,0.2664,POINT (-75.59655 42.921241),0.26,0.34,0.390392271,0.586035694
36119,Westchester County,New York,0.004424779,0.121,0.127,0.116,0.128,0.278,0.146,0.027,0.524,2.66,3.23,0.899,0.513,0.035,0.591,0.938,0.886,160616,101908,4.7,0.087,0.913,2204.7,Catholic,0.671932636,Northeast,0.179,POINT (-75.59655 42.921241),0.13,0.55,0.675949208,0.313148909
37001,Alamance County,North Carolina,-0.322147651,0.124,0.144,0.126,0.121,0.253,0.155,0.016,0.492,2.57,3.21,0.873,0.254,0.069,0.666,0.919,0.81,71555,58490,3.5,0.239,0.761,356.5,Evangelical,0.523697984,South,0.4319,POINT (-79.130883 35.52603),0.6,0.78,0.450976293,0.534968812
37019,Brunswick County,North Carolina,1.222222222,0.082,0.078,0.103,0.098,0.275,0.308,0.019,0.59,2.43,2.94,0.933,0.33,0.116,0.418,0.976,0.919,84495,63668,5,0.078,0.921,126.8,Evangelical,0.424207166,South,0.3523,POINT (-79.130883 35.52603),0.27,0.36,0.369392847,0.619351261
37021,Buncombe County,North Carolina,0.994117647,0.102,0.108,0.144,0.132,0.259,0.174,0.033,0.467,2.38,3,0.92,0.404,0.077,0.51,0.901,0.833,77162,54970,1.9,0.076,0.923,362.9,Evangelical,0.601549191,South,0.4015,POINT (-79.130883 35.52603),0.38,0.38,0.59736088,0.386286973
37023,Burke County,North Carolina,-0.272727273,0.104,0.106,0.118,0.118,0.299,0.181,0.025,0.511,2.39,2.85,0.823,0.186,0.07,0.704,0.876,0.782,61903,47361,3.5,0.271,0.729,179.3,Evangelical,0.696915699,South,0.4657,POINT (-79.130883 35.52603),0.66,0.85,0.294112372,0.695462087
37025,Cabarrus County,North Carolina,0.149509804,0.147,0.13,0.135,0.13,0.255,0.122,0.019,0.567,3.12,3.69,0.909,0.344,0.062,0.521,0.947,0.898,94073,72333,3.4,0.154,0.846,492.1,Evangelical,0.654875261,South,0.4079,POINT (-79.130883 35.52603),0.41,0.42,0.44496575,0.539440573
37027,Caldwell County,North Carolina,-0.380821918,0.105,0.125,0.116,0.099,0.31,0.174,0.024,0.458,2.5,3.07,0.788,0.168,0.086,0.754,0.872,0.849,60360,48737,5.1,0.131,0.869,176.1,Evangelical,0.674065688,South,0.486,POINT (-79.130883 35.52603),0.64,0.65,0.239207079,0.749935791
37031,Carteret County,North Carolina,-0.571428571,0.096,0.111,0.091,0.105,0.301,0.231,0.026,0.52,2.36,2.95,0.909,0.307,0.123,0.552,0.919,0.888,81705,60186,3.8,0.244,0.757,131.3,Evangelical,0.55907265,South,0.4098,POINT (-79.130883 35.52603),0.25,0.43,0.283241597,0.703314205
37035,Catawba County,North Carolina,0.134366925,0.125,0.128,0.123,0.113,0.277,0.163,0.022,0.481,2.51,3.08,0.865,0.234,0.067,0.642,0.904,0.854,72498,52436,4.2,0.235,0.765,387.1,Evangelical,0.811865922,South,0.4272,POINT (-79.130883 35.52603),0.39,0.65,0.307929278,0.678309859
37037,Chatham County,North Carolina,2,0.105,0.099,0.11,0.099,0.276,0.221,0.033,0.564,2.41,2.84,0.872,0.44,0.081,0.475,0.913,0.789,99098,66857,1.1,0.095,0.905,93.1,Evangelical,0.499456736,South,0.385,POINT (-79.130883 35.52603),0.36,0.38,0.551184181,0.435934896
37045,Cleveland County,North Carolina,0.363825364,0.129,0.142,0.106,0.12,0.261,0.17,0.02,0.489,3.15,3.82,0.85,0.188,0.071,0.729,0.865,0.698,62849,44987,8.5,0.277,0.724,211.3,Evangelical,0.709272212,South,0.4391,POINT (-79.130883 35.52603),0.73,0.83,0.33045529,0.658727684
37049,Craven County,North Carolina,0.2,0.12,0.153,0.134,0.102,0.232,0.176,0.02,0.543,2.3,2.79,0.903,0.219,0.164,0.471,0.919,0.805,71562,52832,6.1,0.314,0.685,146,Evangelical,0.578503454,South,0.441,POINT (-79.130883 35.52603),0.57,0.81,0.398530105,0.584792236
37051,Cumberland County,North Carolina,0.113801453,0.135,0.168,0.17,0.12,0.212,0.11,0.011,0.4,2.49,3.23,0.91,0.248,0.175,0.474,0.917,0.874,61315,46292,6.9,0.175,0.824,489.7,Other,0.513688402,South,0.4889,POINT (-79.130883 35.52603),0.72,0.86,0.574033299,0.407964662
37057,Davidson County,North Carolina,-0.449691992,0.123,0.106,0.123,0.101,0.305,0.17,0.017,0.523,2.37,2.78,0.856,0.189,0.078,0.708,0.909,0.834,65792,53473,3.1,0.312,0.688,294.7,Mainline,0.538274046,South,0.4656,POINT (-79.130883 35.52603),0.67,0.68,0.255733556,0.730483313
37063,Durham County,North Carolina,1.329004329,0.111,0.132,0.183,0.143,0.229,0.125,0.014,0.391,2.33,3.02,0.892,0.493,0.061,0.455,0.952,0.902,86730,65317,3.4,0.064,0.936,935.7,Evangelical,0.47510903,South,0.3729,POINT (-79.130883 35.52603),0.5,0.62,0.804206454,0.180413976
37067,Forsyth County,North Carolina,-0.658031088,0.129,0.136,0.133,0.12,0.261,0.143,0.018,0.43,2.51,3.25,0.888,0.332,0.059,0.58,0.938,0.85,74136,52017,5.5,0.11,0.889,859.2,Evangelical,0.646499558,South,0.4128,POINT (-79.130883 35.52603),0.5,0.68,0.561598847,0.42263626
37069,Franklin County,North Carolina,-0.882113821,0.144,0.116,0.119,0.129,0.28,0.153,0.016,0.541,2.55,2.81,0.895,0.222,0.083,0.631,0.892,0.863,71093,57099,8,0.129,0.872,123.3,Evangelical,0.411306686,South,0.4387,POINT (-79.130883 35.52603),0.6,0.64,0.42512918,0.559583411
37071,Gaston County,North Carolina,-0.547477745,0.124,0.117,0.137,0.124,0.271,0.152,0.016,0.461,2.58,3.19,0.853,0.234,0.077,0.676,0.929,0.85,73164,56595,5.9,0.171,0.829,578.8,Evangelical,0.672932659,South,0.4616,POINT (-79.130883 35.52603),0.48,0.67,0.354629517,0.632331296
37081,Guilford County,North Carolina,0.103092784,0.125,0.148,0.138,0.121,0.256,0.136,0.019,0.422,2.49,3.08,0.884,0.37,0.062,0.537,0.91,0.844,78134,55328,5.1,0.212,0.787,756.4,Evangelical,0.594511533,South,0.397,POINT (-79.130883 35.52603),0.59,0.64,0.608416583,0.377150369
37085,Harnett County,North Carolina,0.097069597,0.142,0.144,0.149,0.126,0.245,0.116,0.01,0.506,2.86,3.56,0.891,0.242,0.11,0.551,0.933,0.83,64066,55753,7.8,0.16,0.84,192.7,Evangelical,0.398062401,South,0.4846,POINT (-79.130883 35.52603),0.65,0.79,0.378999194,0.603451529
37089,Henderson County,North Carolina,12.67857143,0.104,0.094,0.105,0.115,0.272,0.229,0.034,0.529,2.27,2.73,0.905,0.299,0.086,0.477,0.934,0.852,77779,62131,2,0.084,0.916,286.1,Evangelical,0.595456249,South,0.3946,POINT (-79.130883 35.52603),0.27,0.32,0.397990376,0.585511401
37097,Iredell County,North Carolina,-0.028673835,0.13,0.125,0.118,0.126,0.292,0.142,0.014,0.579,2.65,3.12,0.902,0.309,0.069,0.549,0.938,0.887,90976,68660,3.6,0.237,0.763,277.8,Evangelical,0.637718974,South,0.4061,POINT (-79.130883 35.52603),0.34,0.37,0.331031249,0.65457991
37101,Johnston County,North Carolina,0.84939759,0.144,0.13,0.117,0.139,0.275,0.122,0.01,0.543,2.82,3.34,0.875,0.241,0.094,0.624,0.934,0.79,82143,60951,4.1,0.167,0.833,213.4,Evangelical,0.410231054,South,0.4323,POINT (-79.130883 35.52603),0.6,0.54,0.370493099,0.613818619
37109,Lincoln County,North Carolina,0.537037037,0.111,0.109,0.113,0.118,0.316,0.158,0.017,0.537,2.48,2.95,0.921,0.26,0.105,0.61,0.91,0.862,89203,71514,4.6,0.203,0.797,262.7,Evangelical,0.722110777,South,0.4432,POINT (-79.130883 35.52603),0.44,0.36,0.264332796,0.723679232
37119,Mecklenburg County,North Carolina,0.211796247,0.129,0.128,0.172,0.147,0.244,0.102,0.013,0.424,2.57,3.32,0.903,0.457,0.055,0.408,0.955,0.908,102553,69072,3.6,0.141,0.86,1755.5,Evangelical,0.601044118,South,0.3621,POINT (-79.130883 35.52603),0.45,0.44,0.666793051,0.316039241
37125,Moore County,North Carolina,0.050505051,0.112,0.097,0.128,0.113,0.244,0.214,0.03,0.511,2.4,2.95,0.912,0.392,0.125,0.513,0.907,0.848,82882,62469,2.7,0.185,0.815,126.5,Evangelical,0.596700171,South,0.4002,POINT (-79.130883 35.52603),0.31,0.36,0.356176829,0.630178783
37127,Nash County,North Carolina,1.6,0.122,0.13,0.119,0.113,0.27,0.173,0.015,0.466,2.45,2.88,0.859,0.178,0.079,0.771,0.902,0.822,67195,50656,10.5,0.114,0.885,177.3,Evangelical,0.505123122,South,0.4569,POINT (-79.130883 35.52603),0.6,0.83,0.496393794,0.494098066
37129,New Hanover County,North Carolina,-0.081967213,0.105,0.157,0.133,0.128,0.25,0.161,0.02,0.439,2.26,2.88,0.93,0.431,0.08,0.495,0.947,0.89,82471,56382,3.3,0.083,0.917,1058.1,Evangelical,0.570749061,South,0.3903,POINT (-79.130883 35.52603),0.42,0.38,0.501691572,0.480398999
37133,Onslow County,North Carolina,-0.214203895,0.135,0.242,0.175,0.11,0.169,0.08,0.014,0.559,2.81,3.22,0.917,0.247,0.213,0.314,0.968,0.911,67207,49544,6.1,0.237,0.763,233.1,Evangelical,0.330158855,South,0.5363,POINT (-79.130883 35.52603),0.64,0.75,0.335931335,0.637890219
37135,Orange County,North Carolina,1.151785714,0.117,0.213,0.129,0.112,0.241,0.132,0.016,0.495,2.46,3.1,0.945,0.631,0.046,0.42,0.973,0.925,110759,74299,2.6,0.058,0.943,336.2,Catholic,0.551266433,South,0.3124,POINT (-79.130883 35.52603),0.32,0.3,0.748191113,0.237373084
37147,Pitt County,North Carolina,0.07565337,0.123,0.202,0.142,0.115,0.226,0.125,0.012,0.406,2.44,3.04,0.883,0.321,0.083,0.724,0.928,0.855,72458,53401,5.9,0.184,0.816,257.9,Other,0.486196684,South,0.4144,POINT (-79.130883 35.52603),0.65,0.82,0.539572699,0.4451372
37151,Randolph County,North Carolina,0.030373832,0.129,0.118,0.123,0.114,0.272,0.167,0.019,0.486,2.53,3.09,0.815,0.15,0.085,0.7,0.908,0.809,59175,49742,4.6,0.249,0.751,181.1,Evangelical,0.468959874,South,0.4992,POINT (-79.130883 35.52603),0.72,0.7,0.213023078,0.776010693
37155,Robeson County,North Carolina,0.864253394,0.14,0.143,0.127,0.119,0.25,0.146,0.012,0.382,2.75,3.46,0.781,0.148,0.067,0.83,0.836,0.682,48129,35035,6,0.209,0.791,141.3,Evangelical,0.506342794,South,0.5667,POINT (-79.130883 35.52603),0.87,0.99,0.403068577,0.589259981
37157,Rockingham County,North Carolina,-0.888842631,0.103,0.112,0.104,0.116,0.298,0.182,0.024,0.448,2.33,2.83,0.828,0.143,0.056,0.727,0.793,0.726,53588,43230,6.6,0.343,0.657,165.6,Evangelical,0.494228079,South,0.4633,POINT (-79.130883 35.52603),0.77,0.79,0.334497689,0.654709364
37159,Rowan County,North Carolina,0.37972167,0.126,0.126,0.122,0.119,0.274,0.162,0.016,0.469,2.49,2.94,0.863,0.183,0.091,0.662,0.911,0.875,65593,51927,5.5,0.282,0.717,270.7,Evangelical,0.660307163,South,0.471,POINT (-79.130883 35.52603),0.66,0.81,0.314870314,0.67154806
37161,Rutherford County,North Carolina,0.288590604,0.112,0.112,0.112,0.1,0.279,0.2,0.031,0.459,2.36,2.77,0.87,0.197,0.098,0.657,0.901,0.825,63090,44361,4.5,0.313,0.688,120.2,Evangelical,0.827296859,South,0.4347,POINT (-79.130883 35.52603),0.74,0.76,0.265328647,0.722966104
37171,Surry County,North Carolina,1.85645933,0.118,0.12,0.113,0.107,0.28,0.19,0.024,0.514,2.49,3.02,0.822,0.182,0.061,0.692,0.875,0.759,61869,49250,4.6,0.16,0.84,138.4,Evangelical,0.607413842,South,0.4643,POINT (-79.130883 35.52603),0.69,0.73,0.238031552,0.751623997
37179,Union County,North Carolina,0.586826347,0.154,0.146,0.095,0.141,0.279,0.116,0.012,0.664,3.05,3.42,0.908,0.375,0.066,0.48,0.958,0.922,113242,85985,3.5,0.172,0.828,318.7,Evangelical,0.551050216,South,0.399,POINT (-79.130883 35.52603),0.38,0.19,0.371915335,0.613551534
37183,Wake County,North Carolina,0.09495549,0.135,0.133,0.147,0.148,0.257,0.108,0.012,0.512,2.6,3.15,0.933,0.541,0.058,0.443,0.969,0.934,111123,84215,3.8,0.105,0.895,1078.8,Catholic,0.549847779,South,0.3282,POINT (-79.130883 35.52603),0.26,0.28,0.622534543,0.358002944
37191,Wayne County,North Carolina,0.575431034,0.133,0.148,0.123,0.107,0.255,0.153,0.015,0.437,2.48,3.16,0.858,0.181,0.11,0.66,0.882,0.857,59250,44596,4.3,0.125,0.876,221.7,Other,0.486083361,South,0.4733,POINT (-79.130883 35.52603),0.7,0.95,0.436015629,0.552946684
37193,Wilkes County,North Carolina,-0.837416481,0.111,0.125,0.097,0.122,0.278,0.197,0.029,0.491,2.38,3.02,0.826,0.168,0.058,0.744,0.847,0.787,59466,43290,4.8,0.281,0.719,91.9,Evangelical,0.648990482,South,0.4643,POINT (-79.130883 35.52603),0.69,0.69,0.211780297,0.777984549
37195,Wilson County,North Carolina,0.607361963,0.137,0.121,0.099,0.138,0.263,0.164,0.019,0.416,2.48,3.19,0.815,0.19,0.072,0.724,0.802,0.743,59009,38830,8.8,0.161,0.838,220.6,Evangelical,0.505785755,South,0.4735,POINT (-79.130883 35.52603),0.81,0.94,0.509488155,0.480692279
38015,Burleigh County,North Dakota,-0.863013699,0.132,0.136,0.133,0.131,0.238,0.148,0.021,0.514,2.41,3.09,0.942,0.359,0.069,0.702,0.914,0.864,96490,72494,4.8,0.496,0.504,49.8,Catholic,0.864453682,Midwest,0.3734,POINT (-100.46931 47.446305),0.05,0.17,0.2827025,0.68457037
38035,Grand Forks County,North Dakota,-0.784722222,0.118,0.224,0.168,0.101,0.193,0.118,0.017,0.37,2.07,2.83,0.964,0.376,0.085,0.521,0.949,0.877,72083,56622,3.2,0.441,0.558,46.5,Evangelical,0.799658994,Midwest,0.3689,POINT (-100.46931 47.446305),0.12,0.3,0.415886342,0.548498547
38101,Ward County,North Dakota,-0.206128134,0.135,0.164,0.177,0.125,0.206,0.112,0.016,0.444,2.27,3.06,0.966,0.288,0.13,0.591,0.966,0.893,85522,71415,1.1,0.46,0.539,30.6,Catholic,0.703931901,Midwest,0.441,POINT (-100.46931 47.446305),0.08,0.17,0.258195851,0.707144374
39003,Allen County,Ohio,-0.161662818,0.133,0.136,0.124,0.124,0.248,0.161,0.018,0.45,2.44,3,0.909,0.194,0.081,0.832,0.929,0.88,67471,60429,4.3,0.303,0.696,264.2,Catholic,0.624418091,Midwest,0.4639,POINT (-82.70936 40.415534),0.16,0.58,0.294733992,0.689830438
39007,Ashtabula County,Ohio,-0.561702128,0.126,0.117,0.12,0.111,0.274,0.177,0.021,0.444,2.38,2.9,0.881,0.136,0.103,0.784,0.884,0.752,65566,44580,4.3,0.251,0.749,144.6,Catholic,0.429559494,Midwest,0.4983,POINT (-82.70936 40.415534),0.49,0.79,0.373683376,0.609101411
39009,Athens County,Ohio,0.402298851,0.076,0.309,0.126,0.101,0.208,0.119,0.016,0.471,2.46,2.83,0.927,0.363,0.052,0.724,0.932,0.838,62186,41851,7.9,0.35,0.649,128.6,Mainline,0.25743935,Midwest,0.4511,POINT (-82.70936 40.415534),0.2,0.73,0.566867493,0.416823362
39013,Belmont County,Ohio,-0.375366569,0.107,0.111,0.119,0.128,0.279,0.185,0.026,0.463,2.45,3.2,0.906,0.169,0.077,0.511,0.835,0.79,67033,49780,4,0.286,0.714,132.3,Catholic,0.495227273,Midwest,0.4286,POINT (-82.70936 40.415534),0.24,0.36,0.276172631,0.712040619
39017,Butler County,Ohio,-0.052486188,0.133,0.167,0.115,0.122,0.256,0.132,0.017,0.5,2.65,3.18,0.915,0.32,0.065,0.693,0.942,0.902,88973,68584,4.2,0.225,0.775,788.2,Catholic,0.413929862,Midwest,0.402,POINT (-82.70936 40.415534),0.12,0.36,0.372786325,0.612583473
39023,Clark County,Ohio,0.738317757,0.123,0.135,0.112,0.109,0.269,0.172,0.022,0.441,2.41,2.93,0.904,0.162,0.096,0.802,0.914,0.867,66192,50128,5.9,0.283,0.718,348,Catholic,0.38932142,Midwest,0.463,POINT (-82.70936 40.415534),0.23,0.73,0.374945493,0.607861459
39025,Clermont County,Ohio,0.119148936,0.131,0.117,0.125,0.122,0.282,0.151,0.016,0.537,2.56,3.16,0.907,0.293,0.075,0.742,0.939,0.904,92601,67744,3.2,0.225,0.776,436.5,Catholic,0.400759008,Midwest,0.4024,POINT (-82.70936 40.415534),0.06,0.1,0.308580739,0.674963794
39029,Columbiana County,Ohio,-0.631578947,0.116,0.108,0.111,0.11,0.29,0.194,0.019,0.477,2.42,3.04,0.917,0.155,0.096,0.764,0.884,0.812,63169,53542,5.6,0.293,0.707,202.7,Catholic,0.509416641,Midwest,0.4275,POINT (-82.70936 40.415534),0.25,0.49,0.267930205,0.716526274
39035,Cuyahoga County,Ohio,-0.400584795,0.114,0.122,0.143,0.116,0.262,0.16,0.027,0.347,2.2,2.98,0.902,0.336,0.063,0.726,0.909,0.812,75382,52423,6.8,0.178,0.822,2800,Catholic,0.570805751,Midwest,0.3708,POINT (-82.70936 40.415534),0.24,0.68,0.665168539,0.323971103
39041,Delaware County,Ohio,-0.095238095,0.155,0.125,0.096,0.155,0.272,0.126,0.015,0.646,2.82,3.22,0.963,0.521,0.06,0.69,0.974,0.945,135296,107854,3.4,0.183,0.817,393.2,Catholic,0.387810394,Midwest,0.3024,POINT (-82.70936 40.415534),0,0.02,0.457959864,0.526342508
39043,Erie County,Ohio,0.082251082,0.11,0.108,0.124,0.099,0.285,0.197,0.02,0.476,2.41,3,0.924,0.242,0.082,0.787,0.91,0.847,81492,60653,4.2,0.191,0.809,306.4,Catholic,0.65528873,Midwest,0.3888,POINT (-82.70936 40.415534),0.07,0.29,0.433692823,0.549398785
39045,Fairfield County,Ohio,0,0.137,0.122,0.11,0.142,0.269,0.147,0.014,0.543,2.62,3.1,0.937,0.294,0.069,0.792,0.936,0.878,89741,71469,2.5,0.33,0.669,289.8,Catholic,0.490298038,Midwest,0.3957,POINT (-82.70936 40.415534),0.06,0.24,0.374788443,0.609727407
39049,Franklin County,Ohio,-0.333333333,0.127,0.131,0.182,0.135,0.23,0.109,0.014,0.401,2.47,3.17,0.913,0.418,0.06,0.651,0.949,0.906,87764,64713,4,0.186,0.815,2186.1,Catholic,0.470847867,Midwest,0.3823,POINT (-82.70936 40.415534),0.09,0.51,0.648840665,0.334990017
39055,Geauga County,Ohio,5.195652174,0.132,0.131,0.089,0.103,0.286,0.186,0.022,0.617,2.61,3.13,0.892,0.36,0.064,0.776,0.862,0.793,104403,77391,2,0.151,0.849,233.4,Catholic,0.625448393,Midwest,0.3401,POINT (-82.70936 40.415534),0.14,0.09,0.378447368,0.609467878
39057,Greene County,Ohio,-0.125925926,0.114,0.152,0.142,0.112,0.245,0.16,0.017,0.488,2.41,3.02,0.953,0.409,0.119,0.654,0.941,0.922,90009,67394,5.1,0.218,0.783,390.5,Catholic,0.407283395,Midwest,0.3651,POINT (-82.70936 40.415534),0.03,0.21,0.392563429,0.587434992
39061,Hamilton County,Ohio,-0.21369863,0.127,0.132,0.153,0.121,0.245,0.137,0.021,0.386,2.3,2.97,0.919,0.403,0.06,0.708,0.929,0.883,89581,60198,4.8,0.227,0.773,1976.7,Catholic,0.570321321,Midwest,0.3572,POINT (-82.70936 40.415534),0.09,0.54,0.571476972,0.41279654
39063,Hancock County,Ohio,1.98245614,0.126,0.126,0.14,0.115,0.26,0.155,0.023,0.477,2.27,2.87,0.918,0.267,0.087,0.822,0.928,0.87,85029,60944,3,0.325,0.675,140.7,Catholic,0.612995106,Midwest,0.3828,POINT (-82.70936 40.415534),0.04,0.21,0.303242114,0.678599985
39081,Jefferson County,Ohio,-0.571895425,0.107,0.128,0.113,0.099,0.28,0.207,0.015,0.45,2.29,2.83,0.931,0.19,0.093,0.652,0.86,0.813,61257,47445,4.7,0.37,0.629,170.7,Catholic,0.577328609,Midwest,0.4286,POINT (-82.70936 40.415534),0.28,0.55,0.300281758,0.684251544
39085,Lake County,Ohio,0.453658537,0.114,0.115,0.121,0.115,0.281,0.182,0.024,0.462,2.34,2.98,0.924,0.263,0.074,0.798,0.931,0.891,79074,64076,4.3,0.21,0.79,1011.2,Catholic,0.551188701,Midwest,0.385,POINT (-82.70936 40.415534),0.06,0.13,0.4253653,0.561478519
39089,Licking County,Ohio,-0.35840708,0.128,0.136,0.108,0.126,0.278,0.145,0.021,0.547,2.6,3.06,0.913,0.269,0.088,0.754,0.94,0.893,88327,66013,2.5,0.334,0.666,243.9,Catholic,0.408181774,Midwest,0.4034,POINT (-82.70936 40.415534),0.12,0.23,0.350865089,0.631716378
39093,Lorain County,Ohio,-0.534682081,0.125,0.123,0.111,0.123,0.273,0.17,0.021,0.443,2.5,3.17,0.895,0.249,0.077,0.783,0.93,0.789,77894,58686,4.1,0.285,0.715,613.6,Catholic,0.490264007,Midwest,0.3921,POINT (-82.70936 40.415534),0.2,0.51,0.480617644,0.505090925
39095,Lucas County,Ohio,-0.683783784,0.128,0.124,0.146,0.114,0.258,0.145,0.022,0.39,2.3,2.92,0.891,0.269,0.061,0.766,0.917,0.848,70287,49448,7,0.245,0.755,1296.2,Catholic,0.523280106,Midwest,0.4128,POINT (-82.70936 40.415534),0.21,0.69,0.575263056,0.407545496
39099,Mahoning County,Ohio,-0.464037123,0.111,0.129,0.114,0.112,0.269,0.183,0.031,0.386,2.22,2.85,0.907,0.255,0.076,0.783,0.9,0.844,63363,47170,6.6,0.244,0.756,580.2,Catholic,0.639205604,Midwest,0.4118,POINT (-82.70936 40.415534),0.18,0.59,0.484516585,0.50353042
39101,Marion County,Ohio,-0.330434783,0.112,0.114,0.128,0.123,0.285,0.165,0.015,0.438,2.37,2.9,0.887,0.135,0.077,0.832,0.915,0.859,75598,50608,5.2,0.379,0.621,164.7,Mainline,0.410038947,Midwest,0.4744,POINT (-82.70936 40.415534),0.36,0.64,0.297253577,0.683837803
39103,Medina County,Ohio,0.081632653,0.124,0.114,0.11,0.126,0.287,0.164,0.021,0.571,2.53,3.07,0.953,0.348,0.069,0.796,0.954,0.857,97415,76468,2.6,0.27,0.73,409,Catholic,0.602134252,Midwest,0.3538,POINT (-82.70936 40.415534),0.02,0.01,0.376092606,0.610422868
39109,Miami County,Ohio,-0.110714286,0.125,0.12,0.113,0.126,0.26,0.17,0.024,0.504,2.57,3.28,0.916,0.218,0.105,0.771,0.926,0.865,80018,62451,5.2,0.337,0.663,252.1,Catholic,0.449798061,Midwest,0.4209,POINT (-82.70936 40.415534),0.13,0.12,0.270182157,0.713637618
39113,Montgomery County,Ohio,0.131097561,0.121,0.13,0.138,0.115,0.252,0.162,0.021,0.392,2.28,2.97,0.903,0.286,0.081,0.71,0.92,0.856,72781,54537,5.6,0.171,0.829,1159.5,Catholic,0.540309033,Midwest,0.4073,POINT (-82.70936 40.415534),0.13,0.67,0.50302229,0.480564608
39119,Muskingum County,Ohio,4.186813187,0.126,0.133,0.113,0.112,0.277,0.158,0.026,0.491,2.52,3.04,0.867,0.184,0.088,0.88,0.865,0.835,65255,51844,5.2,0.402,0.598,129.5,Mainline,0.478065386,Midwest,0.4996,POINT (-82.70936 40.415534),0.16,0.6,0.295835908,0.68866922
39133,Portage County,Ohio,-0.31316726,0.106,0.198,0.118,0.105,0.26,0.152,0.019,0.475,2.54,3.08,0.92,0.287,0.066,0.782,0.925,0.848,74539,56679,4.3,0.232,0.768,331.2,Catholic,0.330964756,Midwest,0.4024,POINT (-82.70936 40.415534),0.14,0.25,0.43031422,0.554952215
39139,Richland County,Ohio,-0.584507042,0.126,0.113,0.131,0.11,0.27,0.164,0.03,0.487,2.29,2.8,0.887,0.188,0.09,0.804,0.883,0.824,65660,51783,3.4,0.359,0.64,251.3,Other,0.526435027,Midwest,0.4606,POINT (-82.70936 40.415534),0.3,0.62,0.294122551,0.69148812
39141,Ross County,Ohio,0.165853659,0.124,0.108,0.131,0.129,0.282,0.151,0.018,0.462,2.5,3.1,0.903,0.158,0.105,0.871,0.907,0.862,70298,55717,6.5,0.385,0.615,113.3,Mainline,0.322927342,Midwest,0.4987,POINT (-82.70936 40.415534),0.11,0.73,0.317036548,0.6690291
39145,Scioto County,Ohio,0.894736842,0.118,0.121,0.133,0.116,0.267,0.164,0.019,0.446,2.45,2.96,0.855,0.194,0.075,0.828,0.858,0.815,60213,45571,7.2,0.459,0.543,130.3,Other,0.308041611,Midwest,0.4722,POINT (-82.70936 40.415534),0.32,0.83,0.283333853,0.705495054
