fips,State,County,EconomicRegion,DensPerSqMile,New_case_rate,Infection_rate_change,per_gop,per_dem,low_mask_adoption,mask_adoption,AnyVaccineHesitancy,FullyVaccinatedAdults,Geographical_Point,Family,PercReligion
26095,Michigan,Luce County,Great Lakes,7.4,0,0,0.702765745,0.280573142,0.146,0.854,0.3655,0.405,POINT (-85.730977 44.874798),Catholic,0.393153371
26097,Michigan,Mackinac County,Great Lakes,10.9,1.32,-3.97,0.613542409,0.375196009,0.145,0.855,0.3655,0.675,POINT (-85.730977 44.874798),Catholic,0.676145055
26099,Michigan,Macomb County,Great Lakes,1754.9,1.72,-1.12,0.533858972,0.45310932,0.167,0.833,0.3085,0.509,POINT (-85.730977 44.874798),Catholic,0.451917886
26101,Michigan,Manistee County,Great Lakes,45.6,0,-1.16,0.567792562,0.416717844,0.172,0.828,0.2949,0.547,POINT (-85.730977 44.874798),Catholic,0.496462216
26103,Michigan,Marquette County,Great Lakes,37.1,0.64,-0.11,0.434733864,0.546286904,0.171,0.829,0.3224,0.609,POINT (-85.730977 44.874798),Catholic,0.620003876
26105,Michigan,Mason County,Great Lakes,58,0.49,-2.45,0.591572969,0.394227426,0.299,0.701,0.3507,0.574,POINT (-85.730977 44.874798),Catholic,0.515171573
26107,Michigan,Mecosta County,Great Lakes,77.1,1.32,-0.32,0.630291225,0.350372939,0.282,0.718,0.3798,0.364,POINT (-85.730977 44.874798),Catholic,0.35828777
26109,Michigan,Menominee County,Great Lakes,23,1.88,0.63,0.643848656,0.342349488,0.2,0.8,0.3655,0.618,POINT (-85.730977 44.874798),Catholic,0.721669649
26111,Michigan,Midland County,Great Lakes,162,3.26,0.85,0.563783409,0.417474739,0.159,0.84,0.3137,0.538,POINT (-85.730977 44.874798),Catholic,0.553695488
26113,Michigan,Missaukee County,Great Lakes,26.3,3.78,-0.94,0.759337521,0.224671616,0.143,0.857,0.3429,0.466,POINT (-85.730977 44.874798),Evangelical,0.442386693
26115,Michigan,Monroe County,Great Lakes,276.7,1.23,-1.71,0.604833157,0.378379309,0.155,0.846,0.3272,0.4,POINT (-85.730977 44.874798),Catholic,0.514876234
26117,Michigan,Montcalm County,Great Lakes,89.8,0.89,-4.85,0.679595016,0.302274143,0.332,0.668,0.3798,0.38,POINT (-85.730977 44.874798),Catholic,0.391288561
26119,Michigan,Montmorency County,Great Lakes,17.9,0,0,0.711896228,0.277863117,0.241,0.76,0.3293,0.492,POINT (-85.730977 44.874798),Evangelical,0.308653354
26121,Michigan,Muskegon County,Great Lakes,344.9,1.65,-2.14,0.488219895,0.493736749,0.229,0.771,0.3734,0.502,POINT (-85.730977 44.874798),Catholic,0.353659953
26123,Michigan,Newaygo County,Great Lakes,59.6,1.75,-3.21,0.694267516,0.289864143,0.247,0.754,0.3507,0.397,POINT (-85.730977 44.874798),Catholic,0.325650021
26125,Michigan,Oakland County,Great Lakes,1385.7,2.2,-0.25,0.423146072,0.563571671,0.104,0.896,0.2416,0.601,POINT (-85.730977 44.874798),Catholic,0.547448273
26127,Michigan,Oceana County,Great Lakes,51.9,4.32,2.7,0.632342483,0.351585834,0.221,0.779,0.3507,0.495,POINT (-85.730977 44.874798),Catholic,0.43323297
26129,Michigan,Ogemaw County,Great Lakes,38.5,0.68,-3.29,0.693121693,0.291845133,0.284,0.717,0.3486,0.416,POINT (-85.730977 44.874798),Catholic,0.361629568
26131,Michigan,Ontonagon County,Great Lakes,5.2,2.5,-9.99,0.619873817,0.365667718,0.234,0.766,0.3224,0.626,POINT (-85.730977 44.874798),Catholic,0.726548673
26133,Michigan,Osceola County,Great Lakes,41.5,2.44,0,0.724146322,0.260686187,0.232,0.769,0.3798,0.391,POINT (-85.730977 44.874798),Mainline,0.467613057
26135,Michigan,Oscoda County,Great Lakes,15.3,1.73,-5.2,0.71112023,0.275338531,0.226,0.774,0.3293,0.406,POINT (-85.730977 44.874798),Catholic,0.321296296
26137,Michigan,Otsego County,Great Lakes,46.9,3.47,0,0.662668564,0.32140679,0.225,0.774,0.3293,0.54,POINT (-85.730977 44.874798),Catholic,0.456422778
26139,Michigan,Ottawa County,Great Lakes,468.2,1.86,-2.01,0.598134109,0.383521128,0.219,0.782,0.2842,0.53,POINT (-85.730977 44.874798),Evangelical,0.552367125
26141,Michigan,Presque Isle County,Great Lakes,20.3,0,-1.13,0.640220518,0.348873442,0.203,0.798,0.3293,0.575,POINT (-85.730977 44.874798),Catholic,0.672996411
26143,Michigan,Roscommon County,Great Lakes,47.1,2.38,0,0.643893994,0.343987215,0.146,0.854,0.3486,0.509,POINT (-85.730977 44.874798),Catholic,0.285942165
26145,Michigan,Saginaw County,Great Lakes,250.2,1.42,-0.9,0.49139324,0.494325054,0.186,0.813,0.3239,0.495,POINT (-85.730977 44.874798),Catholic,0.513720906
26147,Michigan,St. Clair County,Great Lakes,226.1,2.6,-1.98,0.642868005,0.340665189,0.166,0.834,0.3137,0.455,POINT (-85.730977 44.874798),Catholic,0.430231845
26149,Michigan,St. Joseph County,Great Lakes,122.4,2.81,-1.64,0.648876002,0.331543528,0.324,0.677,0.3737,0.411,POINT (-85.730977 44.874798),Catholic,0.475813688
26151,Michigan,Sanilac County,Great Lakes,44.8,0,-2.08,0.721464849,0.26579346,0.267,0.732,0.3653,0.409,POINT (-85.730977 44.874798),Catholic,0.479612191
26153,Michigan,Schoolcraft County,Great Lakes,7.2,0,-3.53,0.651211802,0.33487882,0.202,0.798,0.3655,0.47,POINT (-85.730977 44.874798),Catholic,0.632174425
26155,Michigan,Shiawassee County,Great Lakes,133.1,2.31,0.84,0.590174383,0.391265552,0.227,0.772,0.3189,0.465,POINT (-85.730977 44.874798),Catholic,0.388446948
26157,Michigan,Tuscola County,Great Lakes,69.4,1.64,1.09,0.689319069,0.295873663,0.219,0.782,0.3653,0.416,POINT (-85.730977 44.874798),Evangelical,0.509914048
26159,Michigan,Van Buren County,Great Lakes,125.5,1.32,-1.7,0.55268008,0.430118261,0.23,0.77,0.3335,0.505,POINT (-85.730977 44.874798),Catholic,0.403878937
26161,Michigan,Washtenaw County,Great Lakes,488.4,0.97,-0.08,0.259872099,0.726076389,0.087,0.913,0.2424,0.615,POINT (-85.730977 44.874798),Catholic,0.367993944
26163,Michigan,Wayne County,Great Lakes,2974.4,2.22,-1.42,0.303223381,0.684459849,0.153,0.846,0.3446,0.47,POINT (-85.730977 44.874798),Catholic,0.460322622
26165,Michigan,Wexford County,Great Lakes,57.9,0.42,-0.85,0.662578702,0.319627703,0.169,0.83,0.3429,0.47,POINT (-85.730977 44.874798),Non-denominational,0.426515962
27001,Minnesota,Aitkin County,Plains,8.9,0,-5.4,0.624239401,0.359800499,0.377,0.622,0.2462,0.546,POINT (-94.198308 46.349153),Evangelical,0.590852981
27003,Minnesota,Anoka County,Plains,782.1,2.68,-1.6,0.496855048,0.477866927,0.264,0.737,0.2218,0.501,POINT (-94.198308 46.349153),Catholic,0.614528297
27005,Minnesota,Becker County,Plains,24.7,3.74,1.66,0.641100974,0.339621669,0.507,0.492,0.2745,0.518,POINT (-94.198308 46.349153),Catholic,0.91173394
27007,Minnesota,Beltrami County,Plains,17.7,0.91,-3.93,0.503865393,0.472363471,0.474,0.525,0.2745,0.541,POINT (-94.198308 46.349153),Catholic,0.572949012
27009,Minnesota,Benton County,Plains,94.2,1.75,-1.92,0.646091644,0.327044025,0.432,0.567,0.2612,0.347,POINT (-94.198308 46.349153),Catholic,0.618813555
27011,Minnesota,Big Stone County,Plains,10.6,0,0,0.626429052,0.354068594,0.562,0.438,0.2197,0.637,POINT (-94.198308 46.349153),Evangelical,1.332131334
27013,Minnesota,Blue Earth County,Plains,85.6,2.96,1.69,0.464092536,0.508446368,0.289,0.711,0.2291,0.537,POINT (-94.198308 46.349153),Catholic,0.753753144
27015,Minnesota,Brown County,Plains,42.4,2.28,1.14,0.652681927,0.324769388,0.413,0.587,0.2463,0.625,POINT (-94.198308 46.349153),Catholic,1.18317692
27017,Minnesota,Carlton County,Plains,41.1,1.99,-1.59,0.480681428,0.495753351,0.202,0.798,0.2461,0.591,POINT (-94.198308 46.349153),Catholic,0.641044481
27019,Minnesota,Carver County,Plains,256.9,1.09,-3.12,0.512484743,0.463736231,0.335,0.664,0.1798,0.599,POINT (-94.198308 46.349153),Catholic,0.521583445
27033,Minnesota,Cottonwood County,Plains,18.3,1.28,-0.21,0.682004257,0.300311118,0.523,0.478,0.2427,0.534,POINT (-94.198308 46.349153),Evangelical,1.259091298
27037,Minnesota,Dakota County,Plains,709,1.6,-1.56,0.418052383,0.5572926,0.277,0.724,0.2006,0.613,POINT (-94.198308 46.349153),Catholic,0.737421968
27043,Minnesota,Faribault County,Plains,20.4,3.14,-1.05,0.655926207,0.31981299,0.399,0.601,0.2427,0.518,POINT (-94.198308 46.349153),Evangelical,1.209235209
27053,Minnesota,Hennepin County,Plains,2081.7,1.78,-1.22,0.272462231,0.704556668,0.161,0.839,0.1902,0.658,POINT (-94.198308 46.349153),Catholic,0.684071415
27057,Minnesota,Hubbard County,Plains,22.1,1.99,-5.32,0.632626302,0.344157347,0.392,0.607,0.2745,0.437,POINT (-94.198308 46.349153),Evangelical,0.577981202
27061,Minnesota,Itasca County,Plains,16.9,0.63,-6.02,0.573735929,0.406084108,0.455,0.545,0.2462,0.512,POINT (-94.198308 46.349153),Catholic,0.59982689
27063,Minnesota,Jackson County,Plains,14.6,1.45,1.45,0.678467091,0.299879704,0.489,0.511,0.2427,0.46,POINT (-94.198308 46.349153),Evangelical,1.091272161
27065,Minnesota,Kanabec County,Plains,31.1,0,-4.37,0.679290197,0.300151482,0.508,0.492,0.2694,0.376,POINT (-94.198308 46.349153),Evangelical,0.543999015
27067,Minnesota,Kandiyohi County,Plains,53,0.66,-8.99,0.617837121,0.361193136,0.398,0.602,0.245,0.471,POINT (-94.198308 46.349153),Evangelical,1.100546888
27071,Minnesota,Koochiching County,Plains,4.3,0,-22.2,0.596792834,0.384137533,0.429,0.571,0.2434,0.52,POINT (-94.198308 46.349153),Catholic,0.683795357
27077,Minnesota,Lake of the Woods County,Plains,3.1,0,-3.82,0.707641196,0.278654485,0.438,0.562,0.2745,0.507,POINT (-94.198308 46.349153),Evangelical,1.07144623
27079,Minnesota,Le Sueur County,Plains,61.7,2.47,0.49,0.640682602,0.3372577,0.37,0.631,0.2425,0.439,POINT (-94.198308 46.349153),Catholic,0.579034762
27081,Minnesota,Lincoln County,Plains,11,0,0,0.680898876,0.300802568,0.391,0.609,0.2463,0.468,POINT (-94.198308 46.349153),Evangelical,1.153493894
27083,Minnesota,Lyon County,Plains,36.2,2.24,0.56,0.618862949,0.35941984,0.451,0.549,0.2463,0.523,POINT (-94.198308 46.349153),Catholic,0.875468925
27085,Minnesota,McLeod County,Plains,74.6,1.19,-1.6,0.668131658,0.306358382,0.43,0.569,0.245,0.508,POINT (-94.198308 46.349153),Evangelical,1.051103653
27087,Minnesota,Mahnomen County,Plains,9.7,0,0,0.495659722,0.482638889,0.432,0.567,0.2745,0.644,POINT (-94.198308 46.349153),Catholic,0.680029558
27091,Minnesota,Martin County,Plains,29.3,0.73,-3.62,0.679444091,0.30020892,0.429,0.571,0.2427,0.519,POINT (-94.198308 46.349153),Evangelical,1.101007678
27093,Minnesota,Meeker County,Plains,38.3,1.23,-3.08,0.691773228,0.285830438,0.31,0.69,0.245,0.45,POINT (-94.198308 46.349153),Evangelical,0.994806867
27095,Minnesota,Mille Lacs County,Plains,45.6,3.26,0.54,0.677513786,0.299816189,0.505,0.495,0.2694,0.535,POINT (-94.198308 46.349153),Catholic,0.935241599
27097,Minnesota,Morrison County,Plains,29.5,1.71,-2.14,0.757797321,0.223284589,0.387,0.613,0.2488,0.432,POINT (-94.198308 46.349153),Catholic,0.762124224
27099,Minnesota,Mower County,Plains,55.1,5.82,5.11,0.518221763,0.460015508,0.291,0.71,0.2384,0.58,POINT (-94.198308 46.349153),Evangelical,0.982840947
27101,Minnesota,Murray County,Plains,12.4,1.74,1.74,0.686887255,0.295955882,0.426,0.573,0.2427,0.493,POINT (-94.198308 46.349153),Catholic,1.045272206
27103,Minnesota,Nicollet County,Plains,73,0.83,0.34,0.471529412,0.503111111,0.312,0.688,0.2291,0.575,POINT (-94.198308 46.349153),Catholic,0.721544902
27105,Minnesota,Nobles County,Plains,29.9,1.32,-0.53,0.642570281,0.336546185,0.502,0.499,0.2427,0.569,POINT (-94.198308 46.349153),Catholic,0.855365329
27107,Minnesota,Norman County,Plains,7.9,0,0,0.567567568,0.408020924,0.385,0.614,0.2352,0.532,POINT (-94.198308 46.349153),Evangelical,1.268972563
27109,Minnesota,Olmsted County,Plains,220.8,1.8,-0.2,0.434338239,0.541565903,0.181,0.818,0.1814,0.704,POINT (-94.198308 46.349153),Catholic,0.818763518
27113,Minnesota,Pennington County,Plains,22.6,0,0,0.622784114,0.352892676,0.489,0.511,0.2352,0.453,POINT (-94.198308 46.349153),Evangelical,1.145944006
27115,Minnesota,Pine County,Plains,21.1,0.48,-0.97,0.64095994,0.338666333,0.395,0.606,0.2694,0.415,POINT (-94.198308 46.349153),Catholic,0.605176471
27117,Minnesota,Pipestone County,Plains,20.6,1.57,-2.08,0.719230769,0.26437247,0.402,0.598,0.2427,0.531,POINT (-94.198308 46.349153),Catholic,1.129533139
27123,Minnesota,Ramsey County,Plains,3341.6,1.61,-1.17,0.261425719,0.714987989,0.176,0.823,0.2112,0.627,POINT (-94.198308 46.349153),Catholic,0.612433155
27125,Minnesota,Red Lake County,Plains,9.5,3.52,3.52,0.662112933,0.314663024,0.53,0.47,0.2352,0.506,POINT (-94.198308 46.349153),Catholic,1.34580582
27127,Minnesota,Redwood County,Plains,18.3,0.94,-2.36,0.696644133,0.284282955,0.452,0.548,0.2463,0.492,POINT (-94.198308 46.349153),Catholic,1.147580796
27129,Minnesota,Renville County,Plains,16,0,-2.95,0.672613189,0.307086614,0.379,0.621,0.245,0.516,POINT (-94.198308 46.349153),Evangelical,1.173108709
27131,Minnesota,Rice County,Plains,129.4,0.85,-1.71,0.489379589,0.487642213,0.244,0.755,0.2425,0.578,POINT (-94.198308 46.349153),Catholic,0.688316548
27133,Minnesota,Rock County,Plains,20.1,1.53,1.53,0.683778626,0.296946565,0.425,0.575,0.2427,0.51,POINT (-94.198308 46.349153),Evangelical,1.146588211
27137,Minnesota,St. Louis County,Plains,32,0.36,-2.65,0.41007772,0.566413734,0.245,0.754,0.2257,0.599,POINT (-94.198308 46.349153),Catholic,0.619130383
27139,Minnesota,Scott County,Plains,364.5,0.96,-2.26,0.521480134,0.455181038,0.198,0.801,0.1897,0.622,POINT (-94.198308 46.349153),Catholic,0.619158303
27141,Minnesota,Sherburne County,Plains,204.4,1.62,-3.08,0.651334244,0.324839963,0.414,0.585,0.2612,0.388,POINT (-94.198308 46.349153),Catholic,0.498819196
27143,Minnesota,Sibley County,Plains,25.9,0,-4.81,0.693800284,0.285967818,0.387,0.613,0.245,0.44,POINT (-94.198308 46.349153),Evangelical,0.91232103
27145,Minnesota,Stearns County,Plains,112.2,1.15,-1.42,0.60068368,0.375776507,0.411,0.589,0.2482,0.497,POINT (-94.198308 46.349153),Catholic,0.726158707
27147,Minnesota,Steele County,Plains,85.1,1.95,-0.39,0.599015524,0.374716017,0.28,0.719,0.2384,0.552,POINT (-94.198308 46.349153),Evangelical,1.025371829
27151,Minnesota,Swift County,Plains,13.2,0,-3.08,0.638551897,0.34353938,0.435,0.565,0.2197,0.543,POINT (-94.198308 46.349153),Evangelical,1.186956966
27153,Minnesota,Todd County,Plains,26.3,0,-2.32,0.735686807,0.24786905,0.441,0.559,0.2488,0.392,POINT (-94.198308 46.349153),Catholic,0.749628439
27155,Minnesota,Traverse County,Plains,6.2,4.38,4.38,0.628755365,0.354613734,0.495,0.505,0.2197,0.566,POINT (-94.198308 46.349153),Catholic,1.164418212
27155,Minnesota,Traverse County,Plains,6.2,4.38,4.38,0.628755365,0.354613734,0.495,0.505,0.2197,0.566,POINT (-94.198308 46.349153),Evangelical,1.164418212
27157,Minnesota,Wabasha County,Plains,41.4,1.32,0.66,0.621275623,0.357845005,0.255,0.745,0.232,0.667,POINT (-94.198308 46.349153),Catholic,0.87285477
27161,Minnesota,Waseca County,Plains,45.2,0.77,0,0.637597459,0.33650977,0.239,0.761,0.2291,0.524,POINT (-94.198308 46.349153),Evangelical,1.030466137
27163,Minnesota,Washington County,Plains,619.7,1.58,-1.2,0.442267337,0.534607221,0.235,0.765,0.1914,0.616,POINT (-94.198308 46.349153),Catholic,0.746581785
27167,Minnesota,Wilkin County,Plains,8.8,2.3,2.3,0.678717201,0.299125364,0.553,0.448,0.2197,0.288,POINT (-94.198308 46.349153),Evangelical,1.120742092
27169,Minnesota,Winona County,Plains,82.2,2.83,1.7,0.486769955,0.490670887,0.237,0.763,0.232,0.529,POINT (-94.198308 46.349153),Catholic,0.662074192
27171,Minnesota,Wright County,Plains,188.5,2.37,-1.14,0.630541334,0.344915439,0.354,0.646,0.226,0.492,POINT (-94.198308 46.349153),Catholic,0.600288693
27173,Minnesota,Yellow Medicine County,Plains,13.8,0,-2.94,0.675470333,0.305354559,0.472,0.528,0.2463,0.546,POINT (-94.198308 46.349153),Evangelical,1.445008622
28001,Mississippi,Adams County,Southeast,69.8,10.71,1.4,0.413983574,0.575405189,0.356,0.644,0.5773,0.353,POINT (-89.65344 32.713378),Evangelical,0.756881444
28003,Mississippi,Alcorn County,Southeast,92.6,22.04,17.01,0.81070141,0.17595345,0.35,0.65,0.6347,0.282,POINT (-89.65344 32.713378),Evangelical,0.753056103
28005,Mississippi,Amite County,Southeast,18,10.46,4.65,0.624809213,0.363535452,0.324,0.677,0.5773,0.271,POINT (-89.65344 32.713378),Evangelical,0.522656309
28007,Mississippi,Attala County,Southeast,26.6,5.5,5.5,0.586277174,0.401041667,0.261,0.74,0.6269,0.383,POINT (-89.65344 32.713378),Evangelical,0.647720303
28009,Mississippi,Benton County,Southeast,21.5,5.19,3.46,0.598788444,0.391192917,0.278,0.722,0.6347,0.329,POINT (-89.65344 32.713378),Evangelical,0.687134838
28011,Mississippi,Bolivar County,Southeast,39,5.6,-0.93,0.339585605,0.647328244,0.296,0.705,0.6392,0.446,POINT (-89.65344 32.713378),Evangelical,0.55806121
28013,Mississippi,Calhoun County,Southeast,25.5,7.96,3.98,0.701288855,0.288400303,0.327,0.673,0.5757,0.288,POINT (-89.65344 32.713378),Evangelical,0.877756984
28015,Mississippi,Carroll County,Southeast,16.9,8.62,7.18,0.687817704,0.303067485,0.343,0.657,0.6269,0.258,POINT (-89.65344 32.713378),Evangelical,0.589034632
28017,Mississippi,Chickasaw County,Southeast,34.7,6.68,2.5,0.51239568,0.467599411,0.292,0.707,0.5757,0.361,POINT (-89.65344 32.713378),Evangelical,1.049678013
28019,Mississippi,Choctaw County,Southeast,20.4,6.96,3.48,0.710295858,0.280473373,0.193,0.807,0.559,0.248,POINT (-89.65344 32.713378),Evangelical,0.643383643
28021,Mississippi,Claiborne County,Southeast,19.7,1.59,0,0.135414327,0.847069391,0.187,0.812,0.5773,0.366,POINT (-89.65344 32.713378),Mainline,0.356622241
28023,Mississippi,Clarke County,Southeast,24.2,1.84,1.84,0.64897568,0.340002396,0.198,0.802,0.5985,0.384,POINT (-89.65344 32.713378),Evangelical,0.917762372
28025,Mississippi,Clay County,Southeast,50.3,5.92,-0.74,0.409660984,0.57260435,0.209,0.791,0.559,0.328,POINT (-89.65344 32.713378),Evangelical,0.662741107
28027,Mississippi,Coahoma County,Southeast,47.3,7.1,5.16,0.27918185,0.707652521,0.212,0.789,0.6133,0.356,POINT (-89.65344 32.713378),Evangelical,0.661924974
28029,Mississippi,Copiah County,Southeast,37.9,11.71,8.66,0.484608824,0.501667054,0.291,0.709,0.5461,0.378,POINT (-89.65344 32.713378),Evangelical,0.725219872
28031,Mississippi,Covington County,Southeast,47.3,13.8,4.6,0.624693202,0.364528866,0.3,0.699,0.6295,0.354,POINT (-89.65344 32.713378),Evangelical,0.61130417
28033,Mississippi,DeSoto County,Southeast,338.7,7.26,0.23,0.609353688,0.370698248,0.221,0.779,0.5396,0.343,POINT (-89.65344 32.713378),Evangelical,0.596408107
28035,Mississippi,Forrest County,Southeast,160.7,11.06,7.44,0.54499606,0.43356974,0.205,0.794,0.6001,0.285,POINT (-89.65344 32.713378),Evangelical,0.793124616
28037,Mississippi,Franklin County,Southeast,14.4,2.16,2.16,0.654793907,0.331541219,0.353,0.647,0.5773,0.345,POINT (-89.65344 32.713378),Evangelical,0.721359941
28039,Mississippi,George County,Southeast,47.2,4.66,2.91,0.877892263,0.110086768,0.227,0.774,0.6122,0.301,POINT (-89.65344 32.713378),Evangelical,0.722030295
28041,Mississippi,Greene County,Southeast,20.2,3.15,0,0.824277854,0.166093535,0.197,0.803,0.6295,0.232,POINT (-89.65344 32.713378),Evangelical,0.408611111
28043,Mississippi,Grenada County,Southeast,51.9,0,-2.75,0.556919132,0.433556186,0.324,0.675,0.6269,0.366,POINT (-89.65344 32.713378),Evangelical,0.743084087
28045,Mississippi,Hancock County,Southeast,92.7,7.8,4.8,0.769766665,0.214916257,0.242,0.757,0.6122,0.28,POINT (-89.65344 32.713378),Catholic,0.363017597
28047,Mississippi,Harrison County,Southeast,326,12.08,3.98,0.617175246,0.365491333,0.306,0.694,0.5863,0.389,POINT (-89.65344 32.713378),Catholic,0.578568184
28049,Mississippi,Hinds County,Southeast,282,18.05,13.61,0.250930722,0.734097873,0.23,0.771,0.5486,0.419,POINT (-89.65344 32.713378),Evangelical,0.797248099
28051,Mississippi,Holmes County,Southeast,25.4,7.56,5.04,0.168699938,0.811829945,0.229,0.771,0.6269,0.41,POINT (-89.65344 32.713378),Evangelical,0.627409105
28053,Mississippi,Humphreys County,Southeast,22.4,0,-5.31,0.266889472,0.719980902,0.286,0.714,0.6392,0.385,POINT (-89.65344 32.713378),Evangelical,0.51008
28055,Mississippi,Issaquena County,Southeast,3.4,0,0,0.455621302,0.525147929,0.227,0.774,0.6392,0.172,POINT (-89.65344 32.713378),Evangelical,0.122332859
28057,Mississippi,Itawamba County,Southeast,43.9,4.89,3.67,0.871790135,0.115370405,0.345,0.655,0.5757,0.27,POINT (-89.65344 32.713378),Evangelical,0.778855604
28059,Mississippi,Jackson County,Southeast,193.2,6.27,-0.79,0.664463687,0.318089449,0.289,0.712,0.555,0.318,POINT (-89.65344 32.713378),Evangelical,0.595154223
28061,Mississippi,Jasper County,Southeast,25.2,4.36,0,0.492107069,0.496568291,0.3,0.7,0.6242,0.346,POINT (-89.65344 32.713378),Evangelical,0.664752081
28063,Mississippi,Jefferson County,Southeast,14.9,2.04,2.04,0.135770903,0.850677576,0.296,0.705,0.5773,0.48,POINT (-89.65344 32.713378),Mainline,0.471654155
28065,Mississippi,Jefferson Davis County,Southeast,30.6,12.84,8.99,0.407854499,0.579269274,0.374,0.626,0.6295,0.302,POINT (-89.65344 32.713378),Evangelical,0.524705694
28067,Mississippi,Jones County,Southeast,97.5,4.62,0,0.705393639,0.283041441,0.266,0.734,0.6295,0.309,POINT (-89.65344 32.713378),Evangelical,0.783710394
28069,Mississippi,Kemper County,Southeast,13.6,7.33,5.86,0.377641589,0.610101437,0.135,0.864,0.6242,0.278,POINT (-89.65344 32.713378),Mainline,0.593056618
28071,Mississippi,Lafayette County,Southeast,75,4.23,-2.65,0.551467144,0.428857374,0.239,0.76,0.5757,0.418,POINT (-89.65344 32.713378),Evangelical,0.506261747
28073,Mississippi,Lamar County,Southeast,112,10.6,4.96,0.725794012,0.257309122,0.212,0.787,0.6001,0.43,POINT (-89.65344 32.713378),Evangelical,0.634499982
28075,Mississippi,Lauderdale County,Southeast,114.1,2.12,0.77,0.574649779,0.414507772,0.159,0.84,0.5985,0.378,POINT (-89.65344 32.713378),Evangelical,0.823027373
28077,Mississippi,Lawrence County,Southeast,30,9.08,6.81,0.647574429,0.341544507,0.394,0.606,0.5773,0.427,POINT (-89.65344 32.713378),Evangelical,0.783509939
28079,Mississippi,Leake County,Southeast,40.8,4.39,0,0.568013907,0.423402868,0.21,0.791,0.6242,0.329,POINT (-89.65344 32.713378),Evangelical,0.608149548
28081,Mississippi,Lee County,Southeast,184.3,10.2,6.3,0.654190201,0.329405724,0.316,0.685,0.5894,0.332,POINT (-89.65344 32.713378),Evangelical,0.756953323
28083,Mississippi,Leflore County,Southeast,54.5,3.04,0.51,0.287248692,0.702102268,0.334,0.666,0.6269,0.444,POINT (-89.65344 32.713378),Evangelical,0.630968221
28085,Mississippi,Lincoln County,Southeast,59.5,4.18,1.25,0.689499346,0.299678915,0.342,0.658,0.5773,0.283,POINT (-89.65344 32.713378),Evangelical,0.852390375
28087,Mississippi,Lowndes County,Southeast,118.3,6.83,-0.73,0.50599494,0.479851868,0.218,0.783,0.559,0.367,POINT (-89.65344 32.713378),Evangelical,0.769216615
28089,Mississippi,Madison County,Southeast,133.2,7.53,4.98,0.551894914,0.433833319,0.256,0.744,0.5286,0.499,POINT (-89.65344 32.713378),Evangelical,0.622133756
28091,Mississippi,Marion County,Southeast,49.9,4.07,2.33,0.678448417,0.310562572,0.336,0.663,0.6001,0.289,POINT (-89.65344 32.713378),Evangelical,0.826860602
28093,Mississippi,Marshall County,Southeast,52.6,3.64,1.62,0.477953253,0.50897031,0.149,0.851,0.6347,0.333,POINT (-89.65344 32.713378),Evangelical,0.540302606
28095,Mississippi,Monroe County,Southeast,48.3,7.7,5.67,0.646854563,0.339950229,0.29,0.71,0.5757,0.365,POINT (-89.65344 32.713378),Evangelical,0.68125659
28097,Mississippi,Montgomery County,Southeast,26.8,4.38,4.38,0.574438755,0.417684128,0.343,0.657,0.6269,0.376,POINT (-89.65344 32.713378),Evangelical,0.980503432
28099,Mississippi,Neshoba County,Southeast,52.1,12.27,10.31,0.709897611,0.278156997,0.101,0.9,0.6242,0.29,POINT (-89.65344 32.713378),Evangelical,0.733286157
28101,Mississippi,Newton County,Southeast,37.6,9.52,5.44,0.686720974,0.301796055,0.135,0.865,0.5985,0.391,POINT (-89.65344 32.713378),Evangelical,0.646546961
28103,Mississippi,Noxubee County,Southeast,16.6,4.11,4.11,0.232166261,0.756412657,0.155,0.845,0.559,0.421,POINT (-89.65344 32.713378),Evangelical,0.595149415
28105,Mississippi,Oktibbeha County,Southeast,104,4.61,3.17,0.454472037,0.519836463,0.166,0.833,0.559,0.37,POINT (-89.65344 32.713378),Evangelical,0.59012817
28107,Mississippi,Panola County,Southeast,50.7,0.84,-5.01,0.515510074,0.473488967,0.332,0.668,0.6133,0.326,POINT (-89.65344 32.713378),Evangelical,0.6904659
28109,Mississippi,Pearl River County,Southeast,68.9,9.52,4.38,0.814557699,0.172430994,0.262,0.738,0.6122,0.311,POINT (-89.65344 32.713378),Evangelical,0.760737185
28111,Mississippi,Perry County,Southeast,18.9,18.1,18.1,0.759878419,0.229989868,0.223,0.776,0.6001,0.276,POINT (-89.65344 32.713378),Evangelical,0.630122449
28113,Mississippi,Pike County,Southeast,98.8,4,0.36,0.488421659,0.498041475,0.314,0.686,0.5773,0.358,POINT (-89.65344 32.713378),Evangelical,0.694312444
28115,Mississippi,Pontotoc County,Southeast,60.2,12.88,8,0.803366488,0.181818182,0.287,0.713,0.5894,0.328,POINT (-89.65344 32.713378),Evangelical,0.729846113
28117,Mississippi,Prentiss County,Southeast,60.9,15.35,11.94,0.785104587,0.201951036,0.377,0.623,0.6347,0.327,POINT (-89.65344 32.713378),Evangelical,0.839056813
28119,Mississippi,Quitman County,Southeast,20.3,8.41,6.31,0.317745432,0.665840818,0.242,0.758,0.6133,0.341,POINT (-89.65344 32.713378),Evangelical,0.915359358
